Country,Score,GDP_per_Capita,Life_Expectancy,Freedom,Family_Support,Corruption_Perception,Generosity
Afghanistan,3.512799982070922,0.35711344353485097,0.2547073557691574,0.117923904097557,0.40975266527557375,0.058093566011905684,0.2677301865158082
Albania,4.712600010681152,0.9386325506629944,0.7876959493293763,0.3718977269630432,0.7549310495796204,0.04320084319996834,0.16788658885860439
Algeria,5.667600043487548,1.012962893333436,0.6650569291496276,0.17843716158390038,1.07420549308014,0.14609922206878662,0.06921932939958572
Angola,3.872250019073488,0.7983795450544358,0.13390216640889646,0.027432500000000002,0.9383679899120325,0.07157008382618428,0.10526912250220774
Argentina,6.459399995422364,1.111035092521668,0.7608954167060852,0.4816198407802582,1.330960229034424,0.0643079775428772,0.092371412138939
Armenia,4.3931999855041495,0.8391333475723265,0.6978508851966858,0.2160286534719468,0.890872744155884,0.03876688430082798,0.08239361836528777
Australia,7.276199983978271,1.3948849870224,0.9145293585319519,0.6050434764595032,1.4090063904266361,0.3145727460727692,0.4160778499965668
Austria,7.142000008392334,1.398341452667236,0.8836796838417055,0.576929237915039,1.36396299269104,0.21426007308769218,0.29240046434974676
Azerbaijan,5.22920004119873,1.0736443531265258,0.6196531551818848,0.38054516765022284,1.03175005104065,0.1757555014209748,0.04913186805534362
Bahrain,6.1137999786376955,1.390482452201844,0.7252506069412232,0.5190833838310243,1.24346409224701,0.21075243391418458,0.2031516973667144
Bangladesh,4.580199960327148,0.5239965950584412,0.5933542067108154,0.47826733188247683,0.6383363481140136,0.1324475718774796,0.17895907042789458
Belarus,5.597999953460694,1.085019511993408,0.6987668533554079,0.3015380523757934,1.3381530432357782,0.1635567643346786,0.120003501821518
Belgium,6.92139995880127,1.375398152153016,0.8828703738708497,0.5387621444778442,1.357492539672852,0.23784462621307378,0.20888066752433782
Belize,5.955999950408938,0.8637117720158893,0.4599605886745453,0.5509397907447814,0.9563225996653233,0.09776369053840638,0.2199518802849453
Benin,3.90100001296997,0.3767450815467834,0.2752620422611236,0.4193865551891326,0.3404699687099456,0.07136780305576325,0.186069692234993
Bhutan,5.124800031280517,0.8235072777023316,0.5397078584976196,0.49846753612518324,1.201687302886962,0.1654860779619216,0.4346989090328216
Bolivia,5.813199990844725,0.7672613132095336,0.5393060499000549,0.5518965853691101,1.095163810386658,0.06878754523229598,0.18518014494705198
Bosnia and Herzegovina,5.161800032043457,0.9216938835258484,0.7613312614860533,0.17679263538074502,0.9844331875,0.0016539999999999999,0.2709674990119934
Botswana,3.830000006484986,1.053580830871582,0.3384071018753052,0.4906072665863038,1.107410998916626,0.10460263981676102,0.07904168964338301
Brazil,6.6578000457763675,1.033226642089844,0.6809444705810546,0.4430387493591308,1.323311200904846,0.1203925522317886,0.13496997892856602
Bulgaria,4.618600045013428,1.0865358176651,0.7359535360908508,0.2954583435173034,1.2987878916854858,0.007784306189954281,0.1010635388760566
Burkina Faso,4.07380001296997,0.31465954271698,0.2668128517332078,0.3239995702037812,0.9357400010910041,0.1229956211972236,0.2127729369163514
Burundi,3.078999994277954,0.062446513733387,0.21160815833663937,0.10132015064001085,0.4708167168693542,0.10699158900928499,0.18592103691959377
Cambodia,4.205400044250488,0.5482370192375183,0.5119726807746888,0.6378711646995544,0.876219668266296,0.06969919019031524,0.3361805936775208
Cameroon,4.695800034332276,0.5191550730171205,0.20137842338085182,0.43716774972915645,0.8520216437988282,0.05008532628321648,0.20785569135761262
Canada,7.350599996948242,1.388128883255004,0.90055753049469,0.6109541824188233,1.3874117982788081,0.3058463032455444,0.3895979444885254
Central African Republic,3.1342500195503225,0.032125,0.05019067147508262,0.3224080113863945,0.0,0.053113769028186805,0.24305662187337876
Chad,4.003400021743774,0.3820165974750518,0.09489494301605225,0.177684405365944,0.8038511744308472,0.058758376453638086,0.1931287700948716
Chile,6.5893999900817875,1.173326921958924,0.8449759407806396,0.39682105573844895,1.202872990768432,0.08849759642124176,0.2720484842453002
China,5.218999952697755,1.003417158111572,0.7971211001281737,0.5095755416088104,1.033679482376098,0.056210854922652244,0.04944936820018292
Colombia,6.339999974822998,0.9929104649887079,0.6716775847167968,0.49209948301506046,1.30261058733368,0.04497174837040902,0.13745689459228522
Comoros,3.9616666666666664,0.26271666666666665,0.38931999999999994,0.17509666666666668,0.7176533333333334,0.15379,0.21070333333333335
Congo (Brazzaville),4.377399977874756,0.7227428504943848,0.346717486787796,0.42301317416000356,0.7165868726043703,0.0928016267209053,0.11230042553424839
Congo (Kinshasa),4.346400041961671,0.06234246976089478,0.2076934049720764,0.23980626956367498,1.0595966913146981,0.0604482712984085,0.23167516666316978
Costa Rica,7.126199999237061,1.035655256523132,0.8322478530845642,0.5912283299942016,1.3151607302474981,0.10108131789922721,0.1964226458072662
Croatia,5.458600044250488,1.152317246681214,0.769115704257965,0.2859344585227966,0.959862601486206,0.03368462200903892,0.1451565952358246
Cyprus,5.732799962615966,1.274927615394592,0.913614940235138,0.3771803078727722,1.0291026545333861,0.04619559528040886,0.24973886021423342
Czech Republic,6.654600041198731,1.268562470413208,0.8274068006210328,0.4737532347335816,1.32484904334259,0.03465058541989326,0.08085135177850725
Denmark,7.5459999671936036,1.396728602554322,0.8652491049156188,0.6259593444900512,1.4476883185043339,0.42937401363372796,0.3188760977458954
Djibouti,4.369,0.44025,0.36291,0.46074,0.59207,0.28105,0.18093
Dominican Republic,5.199400003814698,0.9999227673034661,0.6425627490882875,0.545379966747284,1.282279341217042,0.1174010506386756,0.169933569946289
Ecuador,5.991999979400633,0.927780079666138,0.7533032444725036,0.47952763971138,1.157387762741088,0.1416809294977188,0.12125249300479882
Egypt,4.375200026702879,0.9246903614997863,0.5710934517440795,0.23929203092575077,0.8613202784309388,0.09111027309560779,0.1073202885570526
El Salvador,6.124199956512451,0.8296048991661072,0.6594777105560302,0.41992850593376163,1.097989018310546,0.09397419197845458,0.0863895970826149
Estonia,5.637800012207032,1.2378518680343622,0.7521516632728577,0.47822428607749945,1.363242219932556,0.17105578444576258,0.09178416224098206
Ethiopia,4.423200007629394,0.2933587690944672,0.41254794150924684,0.401274548488617,0.766209840751648,0.1467271427736282,0.2560241480293274
Finland,7.537799972534179,1.3569603850326541,0.8738355339088439,0.6215361713371277,1.43442934501648,0.398474308588028,0.217782554517746
France,6.515199982452392,1.344116692382812,0.9162411703567503,0.4883904231033326,1.31824737033081,0.18320848565864561,0.11673646136188501
Gabon,4.407800030517578,1.1019920478820802,0.42293971769714356,0.3126897154083252,1.02631604346466,0.07741935744047164,0.04988907566738128
Gambia,4.516,0.308,0.428,0.382,0.939,0.167,0.269
Georgia,4.3387999549865714,0.8538865328445434,0.6828313961715697,0.35215800712203976,0.481344986793518,0.26655532705497736,0.05166776308751105
Germany,6.92900004272461,1.395342676742554,0.8707361463508606,0.5585882768974304,1.359526070281982,0.2651343876247406,0.2913858340091706
Ghana,4.536399977111816,0.6093749648857116,0.3633535453567504,0.42723525870323176,0.7621469473495484,0.03409727397441864,0.2313647887516022
Greece,5.152400047302246,1.2054814962234501,0.8741237806167602,0.08578825018835068,1.056294914543152,0.03530595537829399,0.0
Guatemala,6.34379999923706,0.8066143891944886,0.6157759979515076,0.5502861235847474,1.141467038726806,0.08159065571641921,0.24009167856597902
Guinea,3.853599993896484,0.27337398601913454,0.2417018278369904,0.3522735025939942,0.6375789371299744,0.1063055235438346,0.24850501841735842
Haiti,3.8655999851226794,0.3228620525741578,0.3357462260074616,0.08926797146522998,0.616215964389801,0.1260764299054146,0.44833075617790225
Honduras,5.240800046539306,0.6564366235466004,0.6622998959884644,0.3966219720420838,1.058876995742798,0.07253109050941468,0.2227717747297286
Hong Kong,5.448,1.4349349999999998,1.0295125,0.5102175,1.1238474999999999,0.3164275,0.3249375
"Hong Kong S.A.R., China",5.47200012207031,1.55167484283447,0.943062424659729,0.490968644618988,1.26279091835022,0.293933749198914,0.374465793371201
Hungary,5.329399976348876,1.20407438685608,0.7365786905059813,0.23053670386219022,1.257584618385314,0.03018738748192788,0.08948033248186113
Iceland,7.511000037384034,1.3865226040802,0.9177444244232177,0.6180345270652771,1.49281280140686,0.14014531189441679,0.4191240441474914
India,4.2978000114440915,0.7307142496299744,0.4989255233669282,0.4615394009990692,0.5881165193481446,0.08847337705183031,0.22371369789218898
Indonesia,5.2520000167846685,0.9209697184677124,0.5612031441059112,0.4661606926403046,1.131154939857482,0.01290742709809542,0.5348529175872802
Iran,4.689199982452392,1.0884506213912961,0.6911406377067566,0.30781852162265777,0.6515182498054504,0.0834182146999836,0.34109658264923104
Iraq,4.528400043487548,1.043188097091674,0.5448620939979554,0.21642310653877259,0.8681106395606994,0.1130911509375572,0.17414945280265798
Ireland,6.964400047302246,1.460415327857972,0.878932524848938,0.5721920684051514,1.445056223068238,0.299791630662918,0.38829966457176196
Israel,7.142199964141847,1.303722484680176,0.90268879996109,0.41749972076606756,1.321917992744446,0.12087442001199722,0.3199365309906006
Italy,6.022400045013429,1.311831323783874,0.9287248695335387,0.2438161425361634,1.334672656333924,0.02811961828315258,0.172571929635048
Ivory Coast,4.2731999656677235,0.5466917841262818,0.11145043393683433,0.4283992385463714,0.7863380060501098,0.1315163550891876,0.181253493982315
Jamaica,5.661999974060057,0.8558578618927001,0.6894244768333435,0.49593944781112675,1.290791612861634,0.03603955620384216,0.1743136674642562
Japan,5.9258000152587895,1.33774503565979,0.9790991742172241,0.4934771091957092,1.326999565727234,0.1648421473169326,0.095572553630352
Jordan,5.179599993133544,0.9097444788856507,0.6736200116653441,0.407252229850769,1.129033778587342,0.13194065443754202,0.1330640920448304
Kazakhstan,5.838399953460694,1.190505253929138,0.6367163101272584,0.4446288566474914,1.2972438031387319,0.1064285772771836,0.1528688846120834
Kenya,4.449399994659425,0.49057189242935184,0.41216166993522646,0.4431347532100678,0.972022145111084,0.059578263843059545,0.3915120618724822
Kosovo,5.606199961090089,0.8782828764305114,0.609754410041809,0.3177475881004334,1.014490700645446,0.03987032361125946,0.28379028950119023
Kuwait,6.148600003814698,1.555662490341186,0.6951431416244506,0.5059975185203551,1.184643749717712,0.18218791006183618,0.1718439595804214
Kyrgyzstan,5.173400037384034,0.5423880152168274,0.6151655593147278,0.4679666777400969,1.27074571823883,0.03747583580064774,0.338840074705124
Laos,4.79275,0.68877,0.481,0.5726475,0.8379325,0.20118,0.3371775
Latvia,5.676199980926514,1.185349724960328,0.697091394165039,0.3058755824890136,1.27391698839569,0.07121254532957079,0.1353569572134018
Lebanon,5.1495999809265145,1.0350615061416621,0.7872522153244018,0.3217911970024108,0.994894849510192,0.05538876595354081,0.2199841517391204
Lesotho,4.07900002193451,0.4643678117275237,0.08078,0.372582824807167,1.15378129655838,0.112283660004139,0.13609431797385224
Liberia,3.839199998474122,0.0892603586096764,0.3027156393594742,0.332934236486435,0.7890655873222352,0.0425576498143673,0.237959977054596
Libya,5.597000019073485,1.065826612869262,0.5946018039398193,0.4402266460227966,1.215988866020202,0.12124604203605652,0.1509787332906724
Lithuania,5.929799990081788,1.233202469573974,0.708193988040924,0.25558835698795324,1.367415221321106,0.01767512857061624,0.025164931335270403
Luxembourg,6.935999983215332,1.637674719558716,0.9034898990364073,0.5838315782127379,1.3432407331695562,0.33742088480377197,0.2458461963748932
Macedonia,5.122000047683715,0.99034698428154,0.679694546122551,0.33278899466991424,1.0578932534885401,0.05900444838911295,0.22135524091959
Madagascar,3.745400010681152,0.2659177386341094,0.43410466176033025,0.1773753530845642,0.7732360744781495,0.06270639509916306,0.1932925060949326
Malawi,3.883000005722046,0.1427144076595306,0.3270699166793824,0.4571509307556152,0.43438176628875735,0.07742433080148696,0.271226093952179
Malaysia,5.904000022125244,1.209899083953858,0.6926768855285644,0.43736299649238575,1.132825206848144,0.06888414162540436,0.3466197859268188
Mali,4.219000011444092,0.360968098766327,0.1997331348514556,0.3329247486610412,1.1036126796417238,0.09459204931068421,0.1747948397865296
Malta,6.533999990081787,1.285699967712402,0.8790608473510743,0.5902714103393554,1.386846332992554,0.15149321377754218,0.4811241150169372
Mauritania,4.354999963378906,0.5686874577484129,0.342295855928421,0.132043608604908,1.07890616607666,0.1344234009332656,0.1775460048408508
Mauritius,5.7066000373840335,1.11014510938263,0.6982794924049378,0.519071465227127,1.148144198066712,0.05588431103634835,0.3135767501735688
Mexico,6.725200013732911,1.079360763572692,0.7715697995414734,0.4367260016727448,1.0829944319458,0.139488822921753,0.10441608655977239
Moldova,5.758599964141846,0.6714241260528564,0.6179630401802062,0.2595858097696304,1.145485114212036,0.009054257230520241,0.1940518252811432
Mongolia,5.02919998474121,0.941191173118592,0.5914306968917846,0.3804247937641144,1.38628824723816,0.03248245783638954,0.3008308460597992
Montenegro,5.291999997711182,1.048377807189942,0.725600934703827,0.1969398110790252,1.1051352996444699,0.10386883881950378,0.1568442048187256
Morocco,5.17220002670288,0.8066969162216185,0.650592133808136,0.3919056664218902,0.6761528870391846,0.08145263656377792,0.0412919910311699
Mozambique,4.601000047683715,0.179846412498951,0.1902411088490485,0.46154027297973627,0.9462402537488938,0.15786659640789025,0.2369795259690285
Myanmar,4.38300001525879,0.474262110080719,0.45255651374053957,0.4973164069824218,0.9774191881866461,0.1863172409334182,0.723533032196045
Namibia,4.556999970436095,0.9125760814237595,0.382015452849865,0.4816108868455887,1.099022701768875,0.0792817430895567,0.06902093623876573
Nepal,4.812399978637696,0.43141003837203973,0.5579201561393738,0.4316491896514892,1.038952652259826,0.07382510922431947,0.33713123317909244
Netherlands,7.404599971008301,1.4110129270782479,0.8785692250061036,0.5896508976211547,1.349645844657898,0.2986143650836944,0.4151499659557342
New Zealand,7.313000025939942,1.317509209602356,0.8916179411087036,0.6177824260902404,1.439729024734498,0.4000153404254914,0.43280502519989017
Nicaragua,6.027400019836426,0.6772778407745361,0.716673192123413,0.4860243693008422,1.193653141937256,0.14835559636878962,0.25711084339714063
Niger,4.104599975585939,0.126605066151619,0.282839001405716,0.385797739282608,0.8023950009727479,0.13354458923816678,0.1990487691059112
Nigeria,5.127399976348876,0.7150532512207032,0.11221314604759217,0.380966513086319,1.009614096603394,0.03398431321442128,0.2302934392967224
North Cyprus,5.758666647593181,1.2887937703832,0.8665424127515157,0.4658112084007264,1.0248811257171633,0.154644450809161,0.26391856770833333
North Macedonia,5.274,0.983,0.838,0.345,1.294,0.034,0.185
Northern Cyprus,5.7765,1.246,0.9755,0.45599999999999996,1.2315,0.158,0.185
Norway,7.541000035858154,1.519380636871338,0.8733333005905152,0.6380485174789429,1.431074711914062,0.343950766904831,0.328990447462082
Oman,6.853,1.36011,0.76276,0.63274,1.08182,0.32524,0.21542
Pakistan,5.344000010681151,0.667894706123352,0.45575355662727357,0.229891052315712,0.6088301379127502,0.1157576133494378,0.2800012038345336
Palestinian Territories,4.736600019073486,0.6568318455047608,0.6136513947181702,0.233628212343216,1.052303431724548,0.09329252041435242,0.1054446347808838
Panama,6.53800002822876,1.1482676871948239,0.7760232269210816,0.5388793668022156,1.288162509750366,0.0729827847943306,0.186139387848854
Paraguay,5.666600006103517,0.8552234634552003,0.6430361386642456,0.5059695583515168,1.3840329759368901,0.08028918268775939,0.2331021315307618
Peru,5.728400030517578,0.96508705443573,0.7036552226753234,0.4449965757808686,1.105782076957702,0.044171817308187485,0.11938194298076621
Philippines,5.387399965667724,0.791437843082428,0.5379018109321594,0.5920409348945619,1.154569514976502,0.11033837860536574,0.1794326846408844
Poland,5.980800009918212,1.209037572555542,0.7668170695991516,0.5064924223175048,1.331608394065856,0.05408556123876572,0.1390971933164596
Portugal,5.304600034332276,1.23203105897522,0.8695327083244324,0.5060850599212646,1.262012603668212,0.01677189033734798,0.09024054250240326
Puerto Rico,7.039,1.35943,0.77758,0.46823,1.08113,0.12275,0.22202
Qatar,6.4218,1.743691137207032,0.7687316175575256,0.6040641966705322,1.1697073759536738,0.3559738511219024,0.2912167740077972
Romania,5.698399961853028,1.14176678226471,0.7362156624641418,0.4329607484912872,1.043000258094788,0.004733580139786,0.1141779835453034
Russia,5.798599964141846,1.197139619430542,0.6263038667526246,0.3600786223144532,1.337812477737426,0.030974576205730443,0.04572276448130608
Rwanda,3.4385999912261958,0.322057178647995,0.41754296146202086,0.5816107705993652,0.7884534046287536,0.4734680027713776,0.22631120587348938
Saudi Arabia,6.37599997253418,1.439512711036682,0.6662136659469604,0.4174541144886016,1.18137951979065,0.231550450958252,0.12344920277690881
Senegal,4.393999969482422,0.433285804485321,0.45066657051467895,0.350840453344345,1.036208382148742,0.0986800895934104,0.1747857786340714
Serbia,5.339199996185302,1.000643515853882,0.7167889342613221,0.22739310564994816,1.166623959480286,0.03849275612187386,0.1781611767635346
Sierra Leone,4.559200022125244,0.317502185743332,0.04951295077949762,0.339589538192749,0.844369208995819,0.06778303520822526,0.24737818028450018
Singapore,6.542800005340576,1.592137533981324,1.0141864789848327,0.553412113899231,1.231078872695922,0.46725555700683596,0.3032151962966918
Slovakia,6.108400009918212,1.246006711509704,0.7724845822219848,0.3070474929180146,1.379745848449708,0.02319817032790184,0.1365688961839676
Slovenia,5.887999979400634,1.2605311909103398,0.8529416455993651,0.5819531615142821,1.3622997641525258,0.045469795757770534,0.21146181865406039
Somalia,5.060250005722045,0.00566079607233405,0.1529122842782735,0.6007267389965057,0.6168203379821777,0.2865525809049607,0.26122032779455173
Somaliland Region,5.057,0.25558,0.33108,0.3913,0.75862,0.36794,0.51479
Somaliland region,5.057,0.18847,0.43873,0.46582,0.95152,0.39928,0.50318
South Africa,4.67519999923706,0.979869741134644,0.28981401407527924,0.428229347114563,1.2581997264785758,0.07129989948081969,0.1257304759817124
South Korea,5.885399964141846,1.314553688591004,0.9486088152084349,0.2489363331813812,1.0461908881530761,0.06520253371810913,0.1860968734378814
South Sudan,3.3825000200271598,0.3585471564388275,0.198324000968933,0.11642060893654825,0.49237828193664546,0.11098587832450875,0.2426652042245865
Spain,6.351399975585938,1.298807572868348,0.9501081199798584,0.4109482460899354,1.399466180465698,0.06985281942605973,0.16881071432495118
Sri Lanka,4.392600011444092,0.9370540288772581,0.6912521664390564,0.5323286509857178,1.141171277404786,0.06841679323768615,0.3839847123260498
Sudan,4.24174998474121,0.60406917304039,0.3173227059531213,0.0329514638198167,1.0718321424293524,0.1047093799984455,0.1719268626606465
Suriname,6.269,1.0461,0.558765,0.559455,0.8753299999999999,0.131625,0.16827999999999999
Swaziland,4.5395,0.76153,0.03783,0.30979,1.1109200000000001,0.0828,0.128295
Sweden,7.319199983978272,1.403981453804016,0.8989910316619873,0.6175808197937013,1.368574433891296,0.397501745721817,0.336511850435257
Switzerland,7.511399991607666,1.472163910644532,0.9283182578964233,0.6206421153335573,1.417332349014282,0.3797634570713044,0.2774318556518554
Syria,3.292199978637696,0.6991086268692015,0.5662806684722901,0.08169988892507554,0.35593052145004284,0.1595474261074066,0.4312847456474304
Taiwan,6.391,1.3553175,0.8604875,0.3725425,1.2171025,0.0806475,0.2254275
Taiwan Province of China,6.42199993133545,1.43362653255463,0.793984234333038,0.361466586589813,1.38456535339355,0.0638292357325554,0.258360475301743
Tajikistan,5.097799977874756,0.4741067270889282,0.5900430249176025,0.41176134137916565,1.02942265499115,0.12203742924880978,0.2311435287179946
Tanzania,3.4659999954223637,0.43977717523574816,0.3967318568992614,0.3868795555362702,0.939379960662842,0.08369902135562896,0.3117492723445892
Thailand,6.28659995727539,1.050013754310608,0.7139778058815003,0.5652741463508606,1.312320491134644,0.029762547048330302,0.4916766220588684
Togo,3.5441999771118162,0.26587094348144535,0.288529113729477,0.36374722772789003,0.3235665060901642,0.10096900305604935,0.17477523014163981
Trinidad & Tobago,6.192,1.227,0.6385,0.532,1.4845000000000002,0.0175,0.178
Trinidad and Tobago,6.168000073750814,1.2996353002548233,0.553631097208659,0.5206669143422443,1.1831528398132332,0.010924938702781967,0.3210288205273947
Tunisia,4.728399965667724,0.9373271612396239,0.6903824098014832,0.2451781379146576,0.7620582919006348,0.07000062976455687,0.050472671439886097
Turkey,5.4154,1.1510348748016361,0.7021011215019226,0.2573561199264526,1.1802486353378299,0.11912231597948073,0.08105860838413238
Turkmenistan,5.582200005340576,1.047483352592468,0.5181292160835266,0.41589038580513,1.365799832267762,0.1834760680408478,0.21767699751091
Uganda,4.020199970245362,0.318728143064499,0.2864985213251114,0.4285971910572052,1.066325547561646,0.0630319437675476,0.27968921135520936
Ukraine,4.307200038909912,0.835918389881134,0.636816790424347,0.1687589551463128,1.28288951361847,0.01838589416325092,0.20008829262351976
United Arab Emirates,6.744199952697754,1.64522667389679,0.7521956472740173,0.5388130540313719,1.069860046318054,0.31198239092588426,0.2678263893013
United Kingdom,6.910000045013428,1.337566787948608,0.8817351877861022,0.5037600071640014,1.367932016029358,0.24401761325073243,0.4246908317432404
United States,6.998800006103517,1.4559458568038939,0.8216153255538939,0.5068821046676636,1.3285701127395622,0.1408437576684952,0.35507975613021864
Uruguay,6.4311999992370605,1.135557939048768,0.7829293647155762,0.574978450870514,1.315311573806762,0.1885163745441436,0.1690113858146668
Uzbekistan,6.0462000389099115,0.7237582175445556,0.5917245255184174,0.6559877325897217,1.434099829917908,0.2674236446313858,0.3275227294216156
Venezuela,5.5314,1.052468240196228,0.6837408454055787,0.213709424648285,1.323263518997192,0.07144422459220887,0.05718592597913742
Vietnam,5.154599976348876,0.723415515094757,0.7226997978363038,0.577207118221283,1.138384266220092,0.09192064744853974,0.19566361026287077
Yemen,3.6257999870300304,0.4893126894721984,0.3654401831378936,0.244174744421959,0.8654484493942259,0.06704548454117773,0.09692904183053981
Zambia,4.584399987792968,0.5717613558578492,0.3027611789646148,0.46209869849967955,0.932381459754944,0.09733671003007888,0.2184300289764404
Zimbabwe,4.006600000000001,0.3440513069934844,0.2744027507781982,0.3232568414020538,1.007727181632996,0.08999707628202439,0.16940869875431058
